   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time,,,,,,,,,,<RANDOM,,,,,,,,,,,,   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
750,137477,136734,79587,6216,0,2000,,,,,,,,,,,,,,,,,,,,,,750,1119,371,0,3656,0,1502
751,137978,137234,83587,6226,0,1504,,,,,,,,,,,,,,,,,,,,,,751,1121,372,1003,3664,0,1000
752,138218,137473,79582,6225,0,2002,,,,,,,,,,,,,,,,,,,,,,752,1122,372,1003,3691,0,1000
753,138466,137720,82592,6236,0,1991,,,,,,,,,,,,,,,,,,,,,,753,1123,372,0,3691,0,1995
754,138634,137887,80080,6263,0,2507,,,,,,,,,,,,,,,,,,,,,,754,1125,373,0,3700,0,1999
755,139093,138345,83085,6264,0,1999,,,,,,,,,,,,,,,,,,,,,,755,1127,374,0,3709,0,1004
756,139117,138368,80089,6283,0,1503,,,,,,,,,,,,,,,,,,,,,,756,1130,376,1003,3706,0,1001
757,139589,138839,81350,6304,0,1764,,,,,,,,,,,,,,,,,,,,,,757,1131,376,999,3715,0,2000
758,140013,139262,80107,6300,0,2000,,,,,,,,,,,,,,,,,,,,,,758,1132,376,0,3714,0,1999
759,140056,139304,80593,6304,0,1999,,,,,,,,,,,,,,,,,,,,,,759,1133,376,0,3708,0,1503
760,140613,139860,80090,6330,0,2507,,,,,,,,,,,,,,,,,,,,,,760,1135,377,0,3754,0,2004
761,140677,139923,81079,6331,0,1999,,,,,,,,,,,,,,,,,,,,,,761,1136,377,0,3765,0,1999
762,140720,139965,83789,6323,0,2513,,,,,,,,,,,,,,,,,,,,,,762,1140,380,1001,3761,0,998
763,141422,140666,82605,6337,0,2000,,,,,,,,,,,,,,,,,,,,,,763,1142,381,1000,3767,0,999
764,141473,140716,83103,6355,0,2009,,,,,,,,,,,,,,,,,,,,,,764,1143,381,0,3766,0,1004
765,141730,140972,81610,6363,0,2001,,,,,,,,,,,,,,,,,,,,,,765,1144,381,1003,3762,0,1000
766,142405,141646,80576,6382,0,2004,,,,,,,,,,,,,,,,,,,,,,766,1145,381,0,3784,0,2000
767,142962,142202,82102,6383,0,3000,,,,,,,,,,,,,,,,,,,,,,767,1146,381,0,3790,0,1999
768,143273,142512,81587,6382,0,2507,,,,,,,,,,,,,,,,,,,,,,768,1149,383,0,3801,0,2506
769,143379,142617,83601,6393,0,1999,,,,,,,,,,,,,,,,,,,,,,769,1151,384,0,3803,0,2003
770,143942,143179,83103,6416,0,3008,,,,,,,,,,,,,,,,,,,,,,770,1152,384,0,3814,0,999
771,144669,143905,82589,6421,0,1000,,,,,,,,,,,,,,,,,,,,,,771,1153,384,1000,3822,0,1000
772,144794,144029,84099,6437,0,2000,,,,,,,,,,,,,,,,,,,,,,772,1154,384,998,3791,0,2000
773,145042,144276,83597,6458,0,2506,,,,,,,,,,,,,,,,,,,,,,773,1156,385,502,3795,0,1003
774,145731,144964,84086,6464,0,1999,,,,,,,,,,,,,,,,,,,,,,774,1159,387,0,3819,0,2000
775,146384,145616,84094,6469,0,1999,,,,,,,,,,,,,,,,,,,,,,775,1160,387,0,3820,0,1999
776,146786,146017,85105,6491,0,2511,,,,,,,,,,,,,,,,,,,,,,776,1161,387,999,3821,0,1000
777,146882,146112,84586,6497,0,1999,,,,,,,,,,,,,,,,,,,,,,777,1162,387,0,3825,0,2506
778,147486,146715,84095,6463,0,1999,,,,,,,,,,,,,,,,,,,,,,778,1163,387,1000,3842,0,1002
779,147494,146722,85097,6482,0,2000,,,,,,,,,,,,,,,,,,,,,,779,1164,387,1000,3839,0,2000
780,148054,147281,84585,6504,0,2007,,,,,,,,,,,,,,,,,,,,,,780,1165,387,0,3842,0,1999
781,148564,147790,86631,6512,0,2505,,,,,,,,,,,,,,,,,,,,,,781,1166,387,0,3848,0,1503
782,149070,148295,85087,6534,0,1999,,,,,,,,,,,,,,,,,,,,,,782,1167,387,0,3851,0,2008
783,149304,148528,86091,6539,0,2000,,,,,,,,,,,,,,,,,,,,,,783,1168,387,0,3863,0,999
784,149433,148656,86094,6550,0,3000,,,,,,,,,,,,,,,,,,,,,,784,1169,387,1000,3864,0,1001
785,149746,148968,86113,6566,0,2000,,,,,,,,,,,,,,,,,,,,,,785,1170,387,0,3867,0,1000
786,149923,149144,87089,6569,0,2003,,,,,,,,,,,,,,,,,,,,,,786,1171,387,1502,3869,0,2004
787,150201,149421,86087,6581,0,3007,,,,,,,,,,,,,,,,,,,,,,787,1172,387,0,3873,0,2004
788,150781,150000,87089,6611,0,2006,,,,,,,,,,,,,,,,,,,,,,788,1173,387,0,3877,0,1000
789,151197,150415,86581,6619,0,3511,,,,,,,,,,,,,,,,,,,,,,789,1175,388,999,3869,0,999
790,151828,151045,86592,6618,0,2506,,,,,,,,,,,,,,,,,,,,,,790,1176,388,0,3890,0,2003
791,152276,151492,87898,6622,0,2003,,,,,,,,,,,,,,,,,,,,,,791,1178,389,0,3898,0,1003
792,152777,151992,88088,6638,0,2008,,,,,,,,,,,,,,,,,,,,,,792,1179,389,1000,3890,0,999
793,152831,152045,88098,6654,0,3002,,,,,,,,,,,,,,,,,,,,,,793,1180,389,0,3897,0,1998
794,153327,152540,88098,6660,0,1999,,,,,,,,,,,,,,,,,,,,,,794,1181,389,0,3927,0,1502
795,153695,152907,89090,6672,0,2000,,,,,,,,,,,,,,,,,,,,,,795,1182,389,0,3922,0,2009
796,153996,153207,89126,6672,0,1999,,,,,,,,,,,,,,,,,,,,,,796,1183,389,1002,3913,0,997
797,154470,153680,89104,6675,0,3000,,,,,,,,,,,,,,,,,,,,,,797,1184,389,999,3934,0,2000
798,155022,154231,89605,6678,0,2004,,,,,,,,,,,,,,,,,,,,,,798,1185,389,0,3937,0,998
799,155143,154351,90110,6708,0,2003,,,,,,,,,,,,,,,,,,,,,,799,1186,389,0,3932,0,2004
800,155535,154742,90099,6726,0,2000,,,,,,,,,,,,,,,,,,,,,,800,1188,390,0,3945,0,2004
801,156136,155342,90098,6738,0,1999,,,,,,,,,,,,,,,,,,,,,,801,1189,390,999,3948,0,1012
802,156579,155784,90105,6743,0,1506,,,,,,,,,,,,,,,,,,,,,,802,1190,390,0,3957,0,2001
803,156698,155902,90595,6765,0,2502,,,,,,,,,,,,,,,,,,,,,,803,1191,390,0,3952,0,1507
804,157320,156523,91132,6727,0,3000,,,,,,,,,,,,,,,,,,,,,,804,1192,390,0,3952,0,2002
805,157766,156968,90600,6741,0,3007,,,,,,,,,,,,,,,,,,,,,,805,1193,390,0,3961,0,1001
806,158354,157555,91104,6755,0,2000,,,,,,,,,,,,,,,,,,,,,,806,1194,390,998,3965,0,1999
807,158449,157649,91100,6786,0,2506,,,,,,,,,,,,,,,,,,,,,,807,1195,390,0,3972,0,1502
808,158810,158009,92101,6799,0,3000,,,,,,,,,,,,,,,,,,,,,,808,1196,390,0,3985,0,2004
809,159089,158287,91566,6803,0,2501,,,,,,,,,,,,,,,,,,,,,,809,1197,390,0,3984,0,999
810,159314,158511,93123,6809,0,1999,,,,,,,,,,,,,,,,,,,,,,810,1198,390,1001,3988,0,1998
811,159413,158609,92093,6844,0,2507,,,,,,,,,,,,,,,,,,,,,,811,1200,391,0,3995,0,2000
812,159826,159021,92111,6837,0,3000,,,,,,,,,,,,,,,,,,,,,,812,1202,392,0,4002,0,2007
813,160638,159833,93605,6846,0,2003,,,,,,,,,,,,,,,,,,,,,,813,1203,392,0,4011,0,1999
814,160881,160075,92630,6840,0,2999,,,,,,,,,,,,,,,,,,,,,,814,1204,392,1000,4022,0,1000
815,161504,160697,93630,6851,0,2998,,,,,,,,,,,,,,,,,,,,,,815,1206,393,0,4017,0,1000
816,161917,161109,93100,6877,0,3508,,,,,,,,,,,,,,,,,,,,,,816,1208,394,0,4027,0,2004
817,162712,161903,94097,6888,0,1999,,,,,,,,,,,,,,,,,,,,,,817,1210,395,0,4029,0,1000
818,163281,162471,94614,6906,0,1999,,,,,,,,,,,,,,,,,,,,,,818,1215,399,999,4041,0,1000
819,163815,163004,94603,6916,0,2002,,,,,,,,,,,,,,,,,,,,,,819,1216,399,0,4034,0,2000
820,164619,163807,96115,6914,0,2507,,,,,,,,,,,,,,,,,,,,,,820,1217,399,999,4034,0,1506
821,164794,163981,95116,6922,0,2000,,,,,,,,,,,,,,,,,,,,,,821,1218,399,0,4049,0,998
822,165287,164473,96164,6927,0,1999,,,,,,,,,,,,,,,,,,,,,,822,1219,399,0,4065,0,1999
823,165660,164845,97612,6913,0,1998,,,,,,,,,,,,,,,,,,,,,,823,1220,399,1000,4059,0,999
824,165887,165071,96622,6956,0,2995,,,,,,,,,,,,,,,,,,,,,,824,1221,399,1502,4065,0,1004
825,166452,165635,96103,6960,0,3000,,,,,,,,,,,,,,,,,,,,,,825,1222,399,0,4070,0,2000
826,166845,166027,98112,6996,0,2001,,,,,,,,,,,,,,,,,,,,,,826,1223,399,0,4076,0,999
827,167199,166380,97102,6996,0,2000,,,,,,,,,,,,,,,,,,,,,,827,1225,400,1254,4083,0,1753
828,167618,166798,97103,6980,0,2001,,,,,,,,,,,,,,,,,,,,,,828,1228,402,0,4097,0,1005
829,168388,167567,97124,7008,0,2000,,,,,,,,,,,,,,,,,,,,,,829,1230,403,1003,4099,0,2008
830,168523,167701,98605,7012,0,2000,,,,,,,,,,,,,,,,,,,,,,830,1231,403,505,4114,0,1004
831,168741,167918,97619,6981,0,1999,,,,,,,,,,,,,,,,,,,,,,831,1232,403,0,4121,0,1997
832,168948,168124,97618,7026,0,1995,,,,,,,,,,,,,,,,,,,,,,832,1233,403,0,4114,0,2507
833,169199,168374,98612,7034,0,2999,,,,,,,,,,,,,,,,,,,,,,833,1234,403,0,4119,0,2004
834,169776,168950,99102,7049,0,2505,,,,,,,,,,,,,,,,,,,,,,834,1235,403,0,4120,0,1000
835,170525,169698,97594,7061,0,3508,,,,,,,,,,,,,,,,,,,,,,835,1236,403,998,4123,0,2000
836,171248,170420,100107,7062,0,3000,,,,,,,,,,,,,,,,,,,,,,836,1240,406,0,4138,0,2507
837,              ,                ,               ,7080,0,3001,,,,,,,,,,,,,,,,,,,,,,837,1241,406,0,4142,0,2002
838,              ,                ,               ,7094,0,2501,,,,,,,,,,,,,,,,,,,,,,838,1242,406,1001,4135,0,998
839,              ,                ,               ,7097,0,2007,,,,,,,,,,,,,,,,,,,,,,839,1243,406,0,4135,0,1983
840,              ,                ,               ,7103,0,3000,,,,,,,,,,,,,,,,,,,,,,840,1244,406,1000,4155,0,1504
841,              ,                ,               ,7124,0,2999,,,,,,,,,,,,,,,,,,,,,,841,1245,406,1004,4159,0,1003
842,              ,                ,               ,7137,0,2507,,,,,,,,,,,,,,,,,,,,,,842,1246,406,0,4162,0,2001
843,              ,                ,               ,7155,0,2004,,,,,,,,,,,,,,,,,,,,,,843,1247,406,0,4176,0,998
844,              ,                ,               ,7169,0,2000,,,,,,,,,,,,,,,,,,,,,,844,1248,406,1002,4185,0,1503
845,              ,                ,               ,7184,0,3000,,,,,,,,,,,,,,,,,,,,,,845,1249,406,1004,4186,0,2003
846,              ,                ,               ,7172,0,2508,,,,,,,,,,,,,,,,,,,,,,846,1250,406,0,4200,0,999
847,              ,                ,               ,7153,0,3005,,,,,,,,,,,,,,,,,,,,,,847,1251,406,1000,4213,0,2000
848,              ,                ,               ,7187,0,1999,,,,,,,,,,,,,,,,,,,,,,848,1252,406,0,4194,0,1502
849,              ,                ,               ,7196,0,2504,,,,,,,,,,,,,,,,,,,,,,849,1253,406,0,4196,0,1003
850,              ,                ,               ,7203,0,2008,,,,,,,,,,,,,,,,,,,,,,850,1255,407,999,4206,0,2000
851,              ,                ,               ,7229,0,2999,,,,,,,,,,,,,,,,,,,,,,851,1256,407,0,4213,0,1999
852,              ,                ,               ,7213,0,3000,,,,,,,,,,,,,,,,,,,,,,852,1257,407,999,4219,0,1503
853,              ,                ,               ,7227,0,2501,,,,,,,,,,,,,,,,,,,,,,853,1259,408,1004,4231,0,2002
854,              ,                ,               ,7246,0,2009,,,,,,,,,,,,,,,,,,,,,,854,1260,408,0,4231,0,2000
855,              ,                ,               ,7267,0,1999,,,,,,,,,,,,,,,,,,,,,,855,1261,408,1000,4238,0,1999
856,              ,                ,               ,7249,0,2998,,,,,,,,,,,,,,,,,,,,,,856,1262,408,0,4246,0,1999
857,              ,                ,               ,7259,0,2508,,,,,,,,,,,,,,,,,,,,,,857,1264,409,0,4253,0,2005
858,              ,                ,               ,7279,0,3004,,,,,,,,,,,,,,,,,,,,,,858,1266,410,998,4260,0,999
859,              ,                ,               ,7296,0,1999,,,,,,,,,,,,,,,,,,,,,,859,1268,411,0,4267,0,2001
860,              ,                ,               ,7305,0,1999,,,,,,,,,,,,,,,,,,,,,,860,1270,412,999,4265,0,1504
861,              ,                ,               ,7303,0,2508,,,,,,,,,,,,,,,,,,,,,,861,1271,412,1004,4261,0,2003
862,              ,                ,               ,7318,0,1999,,,,,,,,,,,,,,,,,,,,,,862,1272,412,0,4279,0,2000
863,              ,                ,               ,7322,0,3000,,,,,,,,,,,,,,,,,,,,,,863,1273,412,998,4291,0,1999
864,              ,                ,               ,7370,0,2515,,,,,,,,,,,,,,,,,,,,,,864,1274,412,0,4304,0,2504
865,              ,                ,               ,7379,0,3007,,,,,,,,,,,,,,,,,,,,,,865,1276,413,0,4310,0,2004
866,              ,                ,               ,7376,0,2001,,,,,,,,,,,,,,,,,,,,,,866,1278,414,998,4316,0,1999
867,              ,                ,               ,7407,0,1999,,,,,,,,,,,,,,,,,,,,,,867,1282,417,0,4319,0,2002
868,              ,                ,               ,7391,0,2501,,,,,,,,,,,,,,,,,,,,,,868,1283,417,998,4323,0,1502
869,              ,                ,               ,7413,0,2004,,,,,,,,,,,,,,,,,,,,,,869,1284,417,1004,4319,0,2004
870,              ,                ,               ,7414,0,2999,,,,,,,,,,,,,,,,,,,,,,870,1285,417,0,4339,0,999
871,              ,                ,               ,7416,0,1999,,,,,,,,,,,,,,,,,,,,,,871,1286,417,1000,4328,0,2000
872,              ,                ,               ,7428,0,3513,,,,,,,,,,,,,,,,,,,,,,872,1288,418,0,4355,0,1503
873,              ,                ,               ,7434,0,2999,,,,,,,,,,,,,,,,,,,,,,873,1289,418,0,4356,0,2002
874,              ,                ,               ,7448,0,1998,,,,,,,,,,,,,,,,,,,,,,874,1290,418,1000,4353,0,1001
875,              ,                ,               ,7457,0,3503,,,,,,,,,,,,,,,,,,,,,,875,1291,418,0,4366,0,1985
876,              ,                ,               ,7469,0,2009,,,,,,,,,,,,,,,,,,,,,,876,1292,418,999,4382,0,1503
877,              ,                ,               ,7483,0,2999,,,,,,,,,,,,,,,,,,,,,,877,1294,419,1003,4386,0,2001
878,              ,                ,               ,7485,0,3000,,,,,,,,,,,,,,,,,,,,,,878,1296,420,0,4377,0,1998
879,              ,                ,               ,7491,0,2507,,,,,,,,,,,,,,,,,,,,,,879,1297,420,1000,4379,0,1999
880,              ,                ,               ,7503,0,3004,,,,,,,,,,,,,,,,,,,,,,880,1298,420,0,4402,0,2506
881,              ,                ,               ,7516,0,2999,,,,,,,,,,,,,,,,,,,,,,881,1300,421,1003,4405,0,1000
882,              ,                ,               ,7536,0,2000,,,,,,,,,,,,,,,,,,,,,,882,1301,421,0,4422,0,2000
883,              ,                ,               ,7546,0,2509,,,,,,,,,,,,,,,,,,,,,,883,1302,421,999,4425,0,2000
884,              ,                ,               ,7537,0,1999,,,,,,,,,,,,,,,,,,,,,,884,1303,421,0,4418,0,2506
885,              ,                ,               ,7554,0,1999,,,,,,,,,,,,,,,,,,,,,,885,1305,422,0,4417,0,1999
886,              ,                ,               ,7547,0,2501,,,,,,,,,,,,,,,,,,,,,,886,1306,422,1000,4435,0,2000
887,              ,                ,               ,7547,0,2002,,,,,,,,,,,,,,,,,,,,,,887,1307,422,0,4442,0,998
888,              ,                ,               ,7567,0,3000,,,,,,,,,,,,,,,,,,,,,,888,1308,422,1502,4442,0,2006
889,              ,                ,               ,7566,0,3000,,,,,,,,,,,,,,,,,,,,,,889,1309,422,1000,4454,0,2000
890,              ,                ,               ,7585,0,2506,,,,,,,,,,,,,,,,,,,,,,890,1310,422,0,4453,0,2000
891,              ,                ,               ,7594,0,3003,,,,,,,,,,,,,,,,,,,,,,891,1311,422,998,4468,0,2000
892,              ,                ,               ,7612,0,2999,,,,,,,,,,,,,,,,,,,,,,892,1312,422,503,4474,0,2003
893,              ,                ,               ,7644,0,2504,,,,,,,,,,,,,,,,,,,,,,893,1313,422,1001,4478,0,998
894,              ,                ,               ,7637,0,3007,,,,,,,,,,,,,,,,,,,,,,894,1315,423,0,4489,0,2001
895,              ,                ,               ,7637,0,3000,,,,,,,,,,,,,,,,,,,,,,895,1317,424,998,4500,0,1505
896,              ,                ,               ,7673,0,1999,,,,,,,,,,,,,,,,,,,,,,896,1320,426,1004,4495,0,2003
897,              ,                ,               ,7683,0,2506,,,,,,,,,,,,,,,,,,,,,,897,1321,426,0,4501,0,999
898,              ,                ,               ,7680,0,3002,,,,,,,,,,,,,,,,,,,,,,898,1322,426,0,4516,0,2000
899,              ,                ,               ,7702,0,2000,,,,,,,,,,,,,,,,,,,,,,899,1324,427,0,4524,0,2507
900,              ,                ,               ,7697,0,2504,,,,,,,,,,,,,,,,,,,,,,900,1325,427,1006,4509,0,1997
901,              ,                ,               ,7710,0,2512,,,,,,,,,,,,,,,,,,,,,,901,1326,427,0,4518,0,999
902,              ,                ,               ,7717,0,3014,,,,,,,,,,,,,,,,,,,,,,902,1327,427,0,4514,0,2009
903,              ,                ,               ,7734,0,2003,,,,,,,,,,,,,,,,,,,,,,903,1329,428,989,4519,0,1507
904,              ,                ,               ,7729,0,3505,,,,,,,,,,,,,,,,,,,,,,904,1330,428,1003,4555,0,2001
905,              ,                ,               ,7733,0,2002,,,,,,,,,,,,,,,,,,,,,,905,1331,428,0,4558,0,1001
906,              ,                ,               ,7755,0,2001,,,,,,,,,,,,,,,,,,,,,,906,1332,428,0,4572,0,2503
907,              ,                ,               ,7771,0,3501,,,,,,,,,,,,,,,,,,,,,,907,1333,428,0,4566,0,2009
908,              ,                ,               ,7780,0,2007,,,,,,,,,,,,,,,,,,,,,,908,1334,428,1000,4558,0,1998
909,              ,                ,               ,7793,0,1999,,,,,,,,,,,,,,,,,,,,,,909,1337,430,0,4557,0,999
910,              ,                ,               ,7800,0,1999,,,,,,,,,,,,,,,,,,,,,,910,1341,433,0,4555,0,2501
911,              ,                ,               ,7836,0,3507,,,,,,,,,,,,,,,,,,,,,,911,1342,433,0,4571,0,2008
912,              ,                ,               ,7811,0,2003,,,,,,,,,,,,,,,,,,,,,,912,1343,433,998,4585,0,1999
913,              ,                ,               ,7830,0,1999,,,,,,,,,,,,,,,,,,,,,,913,1345,434,1000,4587,0,2000
914,              ,                ,               ,7836,0,3501,,,,,,,,,,,,,,,,,,,,,,914,1346,434,0,4583,0,2508
915,              ,                ,               ,7852,0,2006,,,,,,,,,,,,,,,,,,,,,,915,1347,434,0,4600,0,999
916,              ,                ,               ,7853,0,1998,,,,,,,,,,,,,,,,,,,,,,916,1348,434,0,4597,0,2001
917,              ,                ,               ,7870,0,1999,,,,,,,,,,,,,,,,,,,,,,917,1349,434,999,4604,0,1999
918,              ,                ,               ,7863,0,3506,,,,,,,,,,,,,,,,,,,,,,918,1350,434,0,4604,0,1507
919,              ,                ,               ,7895,0,3002,,,,,,,,,,,,,,,,,,,,,,919,1352,435,1004,4623,0,1999
920,              ,                ,               ,7912,0,2000,,,,,,,,,,,,,,,,,,,,,,920,1353,435,0,4621,0,1000
921,              ,                ,               ,7933,0,2503,,,,,,,,,,,,,,,,,,,,,,921,1354,435,0,4624,0,2503
922,              ,                ,               ,7939,0,3008,,,,,,,,,,,,,,,,,,,,,,922,1356,436,0,4631,0,2008
923,              ,                ,               ,7943,0,3000,,,,,,,,,,,,,,,,,,,,,,923,1357,436,1001,4643,0,1998
924,              ,                ,               ,7938,0,1998,,,,,,,,,,,,,,,,,,,,,,924,1358,436,1000,4657,0,1999
925,              ,                ,               ,7956,0,3506,,,,,,,,,,,,,,,,,,,,,,925,1359,436,0,4658,0,1502
926,              ,                ,               ,7966,0,3003,,,,,,,,,,,,,,,,,,,,,,926,1361,437,0,4659,0,1003
927,              ,                ,               ,7976,0,3000,,,,,,,,,,,,,,,,,,,,,,927,1362,437,0,4663,0,2001
928,              ,                ,               ,7982,0,2502,,,,,,,,,,,,,,,,,,,,,,928,1363,437,999,4697,0,1998
929,              ,                ,               ,7991,0,3008,,,,,,,,,,,,,,,,,,,,,,929,1364,437,0,4701,0,2507
930,              ,                ,               ,8006,0,2999,,,,,,,,,,,,,,,,,,,,,,930,1367,439,1003,4686,0,1999
931,              ,                ,               ,8027,0,3502,,,,,,,,,,,,,,,,,,,,,,931,1371,442,0,4704,0,1000
932,              ,                ,               ,8017,0,3007,,,,,,,,,,,,,,,,,,,,,,932,1372,442,0,4703,0,1998
933,              ,                ,               ,8037,0,3000,,,,,,,,,,,,,,,,,,,,,,933,1373,442,998,4706,0,1004
934,              ,                ,               ,8026,0,1999,,,,,,,,,,,,,,,,,,,,,,934,1375,443,0,4713,0,1999
935,              ,                ,               ,8053,0,2506,,,,,,,,,,,,,,,,,,,,,,935,1376,443,998,4727,0,1999
936,              ,                ,               ,8074,0,3003,,,,,,,,,,,,,,,,,,,,,,936,1377,443,1001,4736,0,1503
937,              ,                ,               ,8090,0,3000,,,,,,,,,,,,,,,,,,,,,,937,1378,443,1004,4738,0,2003
938,              ,                ,               ,8074,0,2503,,,,,,,,,,,,,,,,,,,,,,938,1379,443,0,4750,0,2001
939,              ,                ,               ,8080,0,3007,,,,,,,,,,,,,,,,,,,,,,939,1380,443,0,4746,0,1998
940,              ,                ,               ,8096,0,2999,,,,,,,,,,,,,,,,,,,,,,940,1382,444,999,4758,0,2509
941,              ,                ,               ,8123,0,3000,,,,,,,,,,,,,,,,,,,,,,941,1385,446,0,4758,0,2003
942,              ,                ,               ,8120,0,2510,,,,,,,,,,,,,,,,,,,,,,942,1388,448,999,4779,0,2001
943,              ,                ,               ,8133,0,3000,,,,,,,,,,,,,,,,,,,,,,943,1389,448,999,4778,0,998
944,              ,                ,               ,8159,0,3000,,,,,,,,,,,,,,,,,,,,,,944,1390,448,1503,4787,0,2007
945,              ,                ,               ,8165,0,3506,,,,,,,,,,,,,,,,,,,,,,945,1392,449,1003,4792,0,1997
946,              ,                ,               ,8180,0,3002,,,,,,,,,,,,,,,,,,,,,,946,1393,449,998,4806,0,2000
947,              ,                ,               ,8188,0,3000,,,,,,,,,,,,,,,,,,,,,,947,1394,449,0,4814,0,2503
948,              ,                ,               ,8164,0,2501,,,,,,,,,,,,,,,,,,,,,,948,1396,450,1003,4792,0,2004
949,              ,                ,               ,8183,0,3005,,,,,,,,,,,,,,,,,,,,,,949,1398,451,0,4794,0,1000
950,              ,                ,               ,8218,0,2999,,,,,,,,,,,,,,,,,,,,,,950,1399,451,0,4814,0,1999
951,              ,                ,               ,8216,0,2001,,,,,,,,,,,,,,,,,,,,,,951,1400,451,0,4833,0,1004
952,              ,                ,               ,8224,0,2004,,,,,,,,,,,,,,,,,,,,,,952,1401,451,0,4828,0,1998
953,              ,                ,               ,8235,0,2990,,,,,,,,,,,,,,,,,,,,,,953,1402,451,999,4829,0,2001
954,              ,                ,               ,8247,0,2999,,,,,,,,,,,,,,,,,,,,,,954,1403,451,998,4856,0,2000
955,              ,                ,               ,8256,0,2506,,,,,,,,,,,,,,,,,,,,,,955,1404,451,0,4850,0,2004
956,              ,                ,               ,8271,0,3003,,,,,,,,,,,,,,,,,,,,,,956,1406,452,0,4856,0,1000
957,              ,                ,               ,8286,0,2999,,,,,,,,,,,,,,,,,,,,,,957,1407,452,0,4868,0,1998
958,              ,                ,               ,8327,0,3509,,,,,,,,,,,,,,,,,,,,,,958,1409,453,0,4877,0,2007
959,              ,                ,               ,8322,0,3001,,,,,,,,,,,,,,,,,,,,,,959,1410,453,0,4892,0,2000
960,              ,                ,               ,8299,0,2998,,,,,,,,,,,,,,,,,,,,,,960,1411,453,0,4885,0,1999
961,              ,                ,               ,8309,0,3000,,,,,,,,,,,,,,,,,,,,,,961,1412,453,998,4891,0,1999
962,              ,                ,               ,8324,0,2510,,,,,,,,,,,,,,,,,,,,,,962,1413,453,0,4911,0,2007
963,              ,                ,               ,8344,0,2999,,,,,,,,,,,,,,,,,,,,,,963,1414,453,0,4917,0,1998
964,              ,                ,               ,8351,0,1998,,,,,,,,,,,,,,,,,,,,,,964,1415,453,1001,4918,0,1999
965,              ,                ,               ,8361,0,3510,,,,,,,,,,,,,,,,,,,,,,965,1416,453,0,4918,0,2508
966,              ,                ,               ,8387,0,2999,,,,,,,,,,,,,,,,,,,,,,966,1417,453,0,4927,0,2002
967,              ,                ,               ,8383,0,2999,,,,,,,,,,,,,,,,,,,,,,967,1418,453,998,4937,0,1998
968,              ,                ,               ,8380,0,3510,,,,,,,,,,,,,,,,,,,,,,968,1420,454,999,4940,0,2001
969,              ,                ,               ,8383,0,3003,,,,,,,,,,,,,,,,,,,,,,969,1422,455,503,4945,0,2007
970,              ,                ,               ,8398,0,2999,,,,,,,,,,,,,,,,,,,,,,970,1424,456,999,4942,0,2002
971,              ,                ,               ,8398,0,2501,,,,,,,,,,,,,,,,,,,,,,971,1425,456,999,4958,0,1999
972,              ,                ,               ,8430,0,3007,,,,,,,,,,,,,,,,,,,,,,972,1426,456,0,4962,0,2507
973,              ,                ,               ,8440,0,2001,,,,,,,,,,,,,,,,,,,,,,973,1428,457,1003,4968,0,2000
974,              ,                ,               ,8449,0,2998,,,,,,,,,,,,,,,,,,,,,,974,1429,457,999,4969,0,1999
975,              ,                ,               ,8458,0,2511,,,,,,,,,,,,,,,,,,,,,,975,1431,458,1001,4993,0,1999
976,              ,                ,               ,8447,0,2999,,,,,,,,,,,,,,,,,,,,,,976,1432,458,503,4969,0,2008
977,              ,                ,               ,8461,0,3000,,,,,,,,,,,,,,,,,,,,,,977,1433,458,1001,4972,0,1998
978,              ,                ,               ,8493,0,3511,,,,,,,,,,,,,,,,,,,,,,978,1434,458,1000,4986,0,1998
979,              ,                ,               ,8495,0,3000,,,,,,,,,,,,,,,,,,,,,,979,1436,459,0,4990,0,2509
980,              ,                ,               ,8493,0,2998,,,,,,,,,,,,,,,,,,,,,,980,1437,459,1003,5023,0,1999
981,              ,                ,               ,8496,0,3507,,,,,,,,,,,,,,,,,,,,,,981,1441,462,999,5023,0,2000
982,              ,                ,               ,8539,0,3003,,,,,,,,,,,,,,,,,,,,,,982,1442,462,1000,5035,0,1998
983,              ,                ,               ,8526,0,3000,,,,,,,,,,,,,,,,,,,,,,983,1443,462,0,5048,0,2008
984,              ,                ,               ,8527,0,2501,,,,,,,,,,,,,,,,,,,,,,984,1444,462,999,5041,0,1999
985,              ,                ,               ,8541,0,3004,,,,,,,,,,,,,,,,,,,,,,985,1446,463,1000,5045,0,2000
986,              ,                ,               ,8550,0,2998,,,,,,,,,,,,,,,,,,,,,,986,1447,463,0,5058,0,2508
987,              ,                ,               ,8559,0,3001,,,,,,,,,,,,,,,,,,,,,,987,1448,463,0,5058,0,2001
988,              ,                ,               ,8564,0,2007,,,,,,,,,,,,,,,,,,,,,,988,1449,463,0,5072,0,1999
989,              ,                ,               ,8577,0,3000,,,,,,,,,,,,,,,,,,,,,,989,1450,463,999,5076,0,2505
990,              ,                ,               ,8597,0,2000,,,,,,,,,,,,,,,,,,,,,,990,1451,463,0,5084,0,1004
991,              ,                ,               ,8601,0,3511,,,,,,,,,,,,,,,,,,,,,,991,1452,463,0,5078,0,1984
